timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621216961627,103,Petición HTTP,200,OK,Grupo de Hilos 1-54,text,true,,11228,116,107,107,http://35.209.247.216/,100,0,0
1621216961628,103,Petición HTTP,200,OK,Grupo de Hilos 1-55,text,true,,11228,116,107,107,http://35.209.247.216/,96,0,0
1621216961632,100,Petición HTTP,200,OK,Grupo de Hilos 1-61,text,true,,11228,116,107,107,http://35.209.247.216/,99,0,0
1621216961623,109,Petición HTTP,200,OK,Grupo de Hilos 1-49,text,true,,11228,116,107,107,http://35.209.247.216/,102,0,0
1621216961628,106,Petición HTTP,200,OK,Grupo de Hilos 1-36,text,true,,11228,116,107,107,http://35.209.247.216/,105,0,0
1621216961635,101,Petición HTTP,200,OK,Grupo de Hilos 1-69,text,true,,11228,116,107,107,http://35.209.247.216/,98,0,0
1621216961643,94,Petición HTTP,200,OK,Grupo de Hilos 1-50,text,true,,11228,116,107,107,http://35.209.247.216/,93,0,0
1621216961635,105,Petición HTTP,200,OK,Grupo de Hilos 1-38,text,true,,11228,116,107,107,http://35.209.247.216/,102,0,0
1621216961645,97,Petición HTTP,200,OK,Grupo de Hilos 1-59,text,true,,11228,116,107,107,http://35.209.247.216/,97,0,0
1621216961639,104,Petición HTTP,200,OK,Grupo de Hilos 1-60,text,true,,11228,116,107,107,http://35.209.247.216/,103,0,0
1621216961648,96,Petición HTTP,200,OK,Grupo de Hilos 1-47,text,true,,11228,116,107,107,http://35.209.247.216/,95,0,0
1621216961624,123,Petición HTTP,200,OK,Grupo de Hilos 1-17,text,true,,11228,116,107,107,http://35.209.247.216/,120,0,0
1621216961641,106,Petición HTTP,200,OK,Grupo de Hilos 1-57,text,true,,11228,116,107,107,http://35.209.247.216/,99,0,0
1621216961635,115,Petición HTTP,200,OK,Grupo de Hilos 1-37,text,true,,11228,116,107,107,http://35.209.247.216/,102,0,0
1621216961645,106,Petición HTTP,200,OK,Grupo de Hilos 1-56,text,true,,11228,116,107,107,http://35.209.247.216/,102,0,0
1621216961651,100,Petición HTTP,200,OK,Grupo de Hilos 1-39,text,true,,11228,116,107,107,http://35.209.247.216/,97,0,0
1621216961637,117,Petición HTTP,200,OK,Grupo de Hilos 1-19,text,true,,11228,116,107,107,http://35.209.247.216/,110,0,0
1621216961637,117,Petición HTTP,200,OK,Grupo de Hilos 1-22,text,true,,11228,116,107,107,http://35.209.247.216/,113,0,0
1621216961647,107,Petición HTTP,200,OK,Grupo de Hilos 1-10,text,true,,11228,116,107,107,http://35.209.247.216/,107,0,0
1621216961653,104,Petición HTTP,200,OK,Grupo de Hilos 1-46,text,true,,11228,116,107,107,http://35.209.247.216/,103,0,0
1621216961653,104,Petición HTTP,200,OK,Grupo de Hilos 1-52,text,true,,11228,116,107,107,http://35.209.247.216/,101,0,0
1621216961660,99,Petición HTTP,200,OK,Grupo de Hilos 1-65,text,true,,11228,116,108,108,http://35.209.247.216/,97,0,0
1621216961658,104,Petición HTTP,200,OK,Grupo de Hilos 1-63,text,true,,11228,116,108,108,http://35.209.247.216/,101,0,0
1621216961658,104,Petición HTTP,200,OK,Grupo de Hilos 1-7,text,true,,11228,116,108,108,http://35.209.247.216/,101,0,0
1621216961660,106,Petición HTTP,200,OK,Grupo de Hilos 1-9,text,true,,11228,116,108,108,http://35.209.247.216/,102,0,0
1621216961655,111,Petición HTTP,200,OK,Grupo de Hilos 1-20,text,true,,11228,116,108,108,http://35.209.247.216/,105,0,0
1621216961662,106,Petición HTTP,200,OK,Grupo de Hilos 1-4,text,true,,11228,116,108,108,http://35.209.247.216/,104,0,0
1621216961665,103,Petición HTTP,200,OK,Grupo de Hilos 1-12,text,true,,11228,116,108,108,http://35.209.247.216/,101,0,0
1621216961673,97,Petición HTTP,200,OK,Grupo de Hilos 1-28,text,true,,11228,116,108,108,http://35.209.247.216/,96,0,0
1621216961670,101,Petición HTTP,200,OK,Grupo de Hilos 1-64,text,true,,11228,116,108,108,http://35.209.247.216/,99,0,0
1621216961673,114,Petición HTTP,200,OK,Grupo de Hilos 1-31,text,true,,11228,116,108,108,http://35.209.247.216/,95,0,0
1621216961676,111,Petición HTTP,200,OK,Grupo de Hilos 1-66,text,true,,11228,116,108,108,http://35.209.247.216/,111,0,0
1621216961666,121,Petición HTTP,200,OK,Grupo de Hilos 1-16,text,true,,11228,116,108,108,http://35.209.247.216/,121,0,0
1621216961681,107,Petición HTTP,200,OK,Grupo de Hilos 1-30,text,true,,11228,116,108,108,http://35.209.247.216/,106,0,0
1621216961681,107,Petición HTTP,200,OK,Grupo de Hilos 1-32,text,true,,11228,116,108,108,http://35.209.247.216/,106,0,0
1621216961668,120,Petición HTTP,200,OK,Grupo de Hilos 1-11,text,true,,11228,116,108,108,http://35.209.247.216/,119,0,0
1621216961681,107,Petición HTTP,200,OK,Grupo de Hilos 1-43,text,true,,11228,116,108,108,http://35.209.247.216/,107,0,0
1621216961680,108,Petición HTTP,200,OK,Grupo de Hilos 1-71,text,true,,11228,116,108,108,http://35.209.247.216/,108,0,0
1621216961667,122,Petición HTTP,200,OK,Grupo de Hilos 1-18,text,true,,11228,116,108,108,http://35.209.247.216/,121,0,0
1621216961682,107,Petición HTTP,200,OK,Grupo de Hilos 1-33,text,true,,11228,116,108,108,http://35.209.247.216/,107,0,0
1621216961686,104,Petición HTTP,200,OK,Grupo de Hilos 1-42,text,true,,11228,116,108,108,http://35.209.247.216/,103,0,0
1621216961692,98,Petición HTTP,200,OK,Grupo de Hilos 1-24,text,true,,11228,116,108,108,http://35.209.247.216/,98,0,0
1621216961689,101,Petición HTTP,200,OK,Grupo de Hilos 1-41,text,true,,11228,116,108,108,http://35.209.247.216/,101,0,0
1621216961689,106,Petición HTTP,200,OK,Grupo de Hilos 1-29,text,true,,11228,116,108,108,http://35.209.247.216/,103,0,0
1621216961690,105,Petición HTTP,200,OK,Grupo de Hilos 1-40,text,true,,11228,116,108,108,http://35.209.247.216/,102,0,0
1621216961694,101,Petición HTTP,200,OK,Grupo de Hilos 1-62,text,true,,11228,116,108,108,http://35.209.247.216/,96,0,0
1621216961698,99,Petición HTTP,200,OK,Grupo de Hilos 1-26,text,true,,11228,116,108,108,http://35.209.247.216/,97,0,0
